name,type
Accupril 1000mg,medication
Prebiotics 200mg,supplement
Voltaren 25mg,medication
Bifidobacterium 100mg,supplement
Flexeril 25mg,medication
Pycnogenol 25mg,supplement
Benicar 1000mg,medication
Quercetin 1000mg,supplement
Nesina 25mg,medication
Tyrosine 1000mg,supplement
Fluticasone 500mg,medication
GABA 500mg,supplement
Oxycodone 100mg,medication
Panax Ginseng 1000mg,supplement
Candesartan 50mg,medication
Eyebright 25mg,supplement
Sitagliptin 100mg,medication
Slippery Elm 100mg,supplement
Nortriptyline 100mg,medication
Cinnamon 250mg,supplement
Mobic 200mg,medication
Zinc 500mg,supplement
Prednisone 100mg,medication
Saw Palmetto 500mg,supplement
Propylthiouracil 50mg,medication
Digestive Enzymes 1000mg,supplement
Alprazolam 25mg,medication
DHA 500mg,supplement
Risperdal 50mg,medication
Inositol 100mg,supplement
Labetalol 25mg,medication
Olive Leaf Extract 1000mg,supplement
Candesartan 200mg,medication
Pau d'Arco 25mg,supplement
Medrol 250mg,medication
Black Currant Oil 500mg,supplement
Keppra 25mg,medication
Shiitake 500mg,supplement
Verapamil 50mg,medication
Glucosamine 50mg,supplement
Dapagliflozin 50mg,medication
Berberine 200mg,supplement
Enalapril 200mg,medication
Omega-3 250mg,supplement
Lanoxin 250mg,medication
Alpha Lipoic Acid 200mg,supplement
Alprazolam 200mg,medication
Tribulus 200mg,supplement
Empagliflozin 200mg,medication
Lumbrokinase 25mg,supplement
Pamelor 100mg,medication
Elderberry 200mg,supplement
Apresoline 250mg,medication
Calcium 100mg,supplement
Clonidine 1000mg,medication
CDP-Choline 50mg,supplement
Trandolapril 250mg,medication
Hawthorn 500mg,supplement
Zebeta 25mg,medication
Serrapeptase 25mg,supplement
Jardiance 25mg,medication
Turmeric 100mg,supplement
Eprosartan 500mg,medication
Curcumin 100mg,supplement
Acetaminophen 100mg,medication
Zinc 200mg,supplement
Omeprazole 100mg,medication
Potassium 500mg,supplement
Fluticasone 500mg,medication
Vitamin C 1000mg,supplement
Remeron 200mg,medication
DGL 25mg,supplement
Trazodone 250mg,medication
Mucuna Pruriens 100mg,supplement
Clonazepam 1000mg,medication
Phosphatidylserine 50mg,supplement
Novolog 1000mg,medication
D-Mannose 200mg,supplement
Paroxetine 50mg,medication
Vitamin E 1000mg,supplement
Carafate 200mg,medication
Echinacea 250mg,supplement
Zanaflex 1000mg,medication
Vitamin A 200mg,supplement
Citalopram 1000mg,medication
Centella 50mg,supplement
Carvedilol 200mg,medication
Andrographis 500mg,supplement
Flexeril 1000mg,medication
NAC 1000mg,supplement
Famotidine 50mg,medication
Tyrosine 50mg,supplement
Calan 50mg,medication
Shiitake 50mg,supplement
Nasonex 100mg,medication
L-DOPA 50mg,supplement
Micardis 100mg,medication
Pygeum 25mg,supplement
Apresoline 100mg,medication
Bifidobacterium 100mg,supplement
Famotidine 1000mg,medication
Glucosamine 100mg,supplement
Xanax 200mg,medication
Andrographis 500mg,supplement
Lopressor 200mg,medication
PQQ 200mg,supplement
Empagliflozin 1000mg,medication
Cordyceps 500mg,supplement
Levothyroxine 100mg,medication
Kava 100mg,supplement
Paxil 100mg,medication
Bilberry 50mg,supplement
Abilify 100mg,medication
Chromium 200mg,supplement
Diazepam 1000mg,medication
Serrapeptase 50mg,supplement
Pravachol 500mg,medication
Black Currant Oil 250mg,supplement
Nasonex 250mg,medication
Lysine 100mg,supplement
Prilosec 25mg,medication
Vitamin D 250mg,supplement
Oxycodone 50mg,medication
Resveratrol 50mg,supplement
Pantoprazole 1000mg,medication
Goldenseal 250mg,supplement
Mometasone 50mg,medication
Lion's Mane 1000mg,supplement
Aspirin 250mg,medication
Elderberry 250mg,supplement
Mavik 200mg,medication
Apple Cider Vinegar 50mg,supplement
Protonix 50mg,medication
D-Mannose 1000mg,supplement
Bupropion 250mg,medication
Vitamin D3 1000mg,supplement
Empagliflozin 500mg,medication
Betaine 200mg,supplement
Voltaren 500mg,medication
EGCG 50mg,supplement
Quetiapine 25mg,medication
Hesperidin 50mg,supplement
Vicodin 25mg,medication
Borage Oil 25mg,supplement
Levetiracetam 500mg,medication
Mucuna Pruriens 50mg,supplement
Sulfasalazine 250mg,medication
Aloe Vera 25mg,supplement
Aceon 250mg,medication
Turkey Tail 25mg,supplement
Accupril 25mg,medication
Marshmallow Root 200mg,supplement
Lioresal 50mg,medication
CDP-Choline 25mg,supplement
Eplerenone 500mg,medication
Moringa 500mg,supplement
Atenolol 50mg,medication
CLA 1000mg,supplement
Fosinopril 200mg,medication
Oregano Oil 50mg,supplement
Glyburide 100mg,medication
Selenium 500mg,supplement
Hydrochlorothiazide 500mg,medication
Vitamin A 1000mg,supplement
Olanzapine 200mg,medication
Molybdenum 1000mg,supplement
Benicar 250mg,medication
Echinacea 500mg,supplement
Metformin 1000mg,medication
Cat's Claw 250mg,supplement
Zoloft 250mg,medication
Valerian Root 50mg,supplement
Zyrtec 25mg,medication
Andrographis 250mg,supplement
Hydrocodone 1000mg,medication
BCAAs 25mg,supplement
Lantus 250mg,medication
Vitamin B12 200mg,supplement
Rosuvastatin 200mg,medication
Artichoke Extract 250mg,supplement
Oxycodone 100mg,medication
Butcher's Broom 250mg,supplement
Flexeril 500mg,medication
Milk Thistle 1000mg,supplement
Sertraline 1000mg,medication
Fenugreek 50mg,supplement
Propylthiouracil 25mg,medication
Maca 200mg,supplement
Eszopiclone 250mg,medication
Rhodiola 1000mg,supplement
Lunesta 25mg,medication
Chondroitin 25mg,supplement
Nortriptyline 250mg,medication
Shiitake 100mg,supplement
Ambien 250mg,medication
Potassium 200mg,supplement
Lialda 250mg,medication
CLA 250mg,supplement
Diazepam 100mg,medication
Passionflower 25mg,supplement
Januvia 1000mg,medication
Panax Ginseng 500mg,supplement
Lipitor 200mg,medication
Lycopene 200mg,supplement
Celecoxib 100mg,medication
Serrapeptase 50mg,supplement
Amaryl 1000mg,medication
Caprylic Acid 50mg,supplement
Valium 100mg,medication
CDP-Choline 1000mg,supplement
Celecoxib 1000mg,medication
Hesperidin 500mg,supplement
Simvastatin 25mg,medication
Bitter Melon 1000mg,supplement
Nesina 250mg,medication
Goldenseal 200mg,supplement
Prinivil 250mg,medication
Magnesium 500mg,supplement
Amaryl 1000mg,medication
Selenium 50mg,supplement
Pepcid 500mg,medication
EGCG 500mg,supplement
Losartan 250mg,medication
Pycnogenol 500mg,supplement
Dexlansoprazole 250mg,medication
Histidine 250mg,supplement
Lantus 50mg,medication
Histidine 200mg,supplement
Tramadol 250mg,medication
Pau d'Arco 1000mg,supplement
Quetiapine 25mg,medication
Bilberry 200mg,supplement
OxyContin 50mg,medication
Valerian Root 250mg,supplement
Mavik 500mg,medication
Aloe Vera 200mg,supplement
Glyburide 1000mg,medication
Pine Bark Extract 25mg,supplement
Zebeta 200mg,medication
Lactobacillus 50mg,supplement
Lanoxin 1000mg,medication
CLA 500mg,supplement
Benazepril 25mg,medication
Coenzyme Q10 100mg,supplement
Escitalopram 100mg,medication
Turmeric 1000mg,supplement
Eprosartan 100mg,medication
Evening Primrose Oil 25mg,supplement
Topiramate 200mg,medication
Garlic 50mg,supplement
Coreg 200mg,medication
Nattokinase 1000mg,supplement
Saxagliptin 50mg,medication
Lumbrokinase 1000mg,supplement
Furosemide 200mg,medication
Magnesium 200mg,supplement
Lisinopril 1000mg,medication
L-Carnitine 50mg,supplement
Zoloft 500mg,medication
L-Theanine 1000mg,supplement
Methyldopa 500mg,medication
Iodine 1000mg,supplement
Monopril 100mg,medication
EGCG 500mg,supplement
Pepcid 200mg,medication
Folic Acid 100mg,supplement
Nesina 50mg,medication
Cat's Claw 1000mg,supplement
Dexilant 500mg,medication
Biotin 1000mg,supplement
Lamotrigine 100mg,medication
Zinc Carnosine 250mg,supplement
Elavil 50mg,medication
Hesperidin 25mg,supplement
Inspra 250mg,medication
Tyrosine 100mg,supplement
Flexeril 1000mg,medication
D-Mannose 25mg,supplement
Empagliflozin 500mg,medication
Slippery Elm 200mg,supplement
Carafate 25mg,medication
Quercetin 50mg,supplement
Benadryl 1000mg,medication
Reishi 25mg,supplement
Claritin 25mg,medication
DHEA 200mg,supplement
Metoprolol 250mg,medication
Omega-3 250mg,supplement
Invokana 25mg,medication
Andrographis 250mg,supplement
Avandia 50mg,medication
Calcium 50mg,supplement
Zyprexa 1000mg,medication
Kava 100mg,supplement
Lunesta 50mg,medication
Gotu Kola 250mg,supplement
Neurontin 1000mg,medication
Green Tea Extract 250mg,supplement
Flonase 1000mg,medication
Andrographis 25mg,supplement
Diazepam 50mg,medication
Pau d'Arco 250mg,supplement
Zyrtec 200mg,medication
Gotu Kola 200mg,supplement
Accupril 50mg,medication
Melatonin 25mg,supplement
Fexofenadine 500mg,medication
5-HTP 25mg,supplement
Inderal 1000mg,medication
Bilberry 500mg,supplement
Levothyroxine 100mg,medication
Chicory Root 500mg,supplement
Indocin 100mg,medication
ALCAR 250mg,supplement
Depakote 250mg,medication
Betaine 250mg,supplement
Vasotec 250mg,medication
Choline 500mg,supplement
Neurontin 50mg,medication
Iodine 250mg,supplement
Bupropion 25mg,medication
Tyrosine 500mg,supplement
Lithium 250mg,medication
CDP-Choline 200mg,supplement
Carbamazepine 50mg,medication
Psyllium 500mg,supplement
Tradjenta 200mg,medication
DHA 1000mg,supplement
Toradol 200mg,medication
Apple Cider Vinegar 250mg,supplement
Indocin 250mg,medication
Olive Leaf 100mg,supplement
Pravachol 500mg,medication
CDP-Choline 500mg,supplement
Insulin 200mg,medication
Chromium 250mg,supplement
Diclofenac 25mg,medication
Fish Oil 200mg,supplement
Inspra 1000mg,medication
Valerian Root 1000mg,supplement
Cymbalta 200mg,medication
Pregnenolone 100mg,supplement
Topiramate 250mg,medication
Sambucus 100mg,supplement
Glucophage 1000mg,medication
Caprylic Acid 200mg,supplement
Aripiprazole 50mg,medication
Spirulina 1000mg,supplement
Lansoprazole 50mg,medication
Phosphatidylcholine 50mg,supplement
Tizanidine 1000mg,medication
Chromium 500mg,supplement
Benazepril 200mg,medication
Butcher's Broom 250mg,supplement
Trandolapril 500mg,medication
Glutathione 50mg,supplement
Morphine 50mg,medication
Turmeric 1000mg,supplement
Seroquel 50mg,medication
Magnesium 200mg,supplement
Lotensin 500mg,medication
Chicory Root 50mg,supplement
Verapamil 500mg,medication
Sambucus 25mg,supplement
Valsartan 100mg,medication
Iron 50mg,supplement
Ambien 200mg,medication
Folic Acid 100mg,supplement
Amaryl 50mg,medication
Olive Leaf 100mg,supplement
Atenolol 500mg,medication
L-Glutamine 500mg,supplement
Diazepam 500mg,medication
Phenylalanine 1000mg,supplement
Celecoxib 250mg,medication
Cordyceps 50mg,supplement
Eskalith 50mg,medication
Pumpkin Seed 500mg,supplement
Glimepiride 100mg,medication
Grape Seed Extract 200mg,supplement
Carvedilol 250mg,medication
Black Pepper Extract 250mg,supplement
Zolpidem 25mg,medication
Digestive Enzymes 500mg,supplement
Diovan 250mg,medication
Beta-Alanine 50mg,supplement
Levothyroxine 50mg,medication
NMN 50mg,supplement
Duloxetine 200mg,medication
Turkey Tail 50mg,supplement
Flexeril 500mg,medication
Omega-3 1000mg,supplement
Lisinopril 500mg,medication
Bifidobacterium 500mg,supplement
Cytomel 250mg,medication
Krill Oil 200mg,supplement
Esomeprazole 1000mg,medication
MCT Oil 100mg,supplement
Mesalamine 200mg,medication
Coenzyme Q10 25mg,supplement
Asacol 100mg,medication
Zinc Carnosine 25mg,supplement
Zyrtec 250mg,medication
Chamomile 50mg,supplement
Olanzapine 1000mg,medication
Chromium 500mg,supplement
Cytomel 500mg,medication
Centella 200mg,supplement
Vicodin 100mg,medication
Echinacea 1000mg,supplement
Levetiracetam 50mg,medication
Pygeum 250mg,supplement
Telmisartan 50mg,medication
Gotu Kola 500mg,supplement
Atenolol 500mg,medication
Senna 250mg,supplement
Remeron 500mg,medication
Potassium 250mg,supplement
Famotidine 100mg,medication
Glycine 100mg,supplement
Monopril 500mg,medication
Cranberry 500mg,supplement
Lansoprazole 250mg,medication
Sambucus 50mg,supplement
Telmisartan 100mg,medication
Phenylalanine 500mg,supplement
Lamictal 1000mg,medication
Nicotinamide Riboside 200mg,supplement
Aripiprazole 200mg,medication
Apple Cider Vinegar 100mg,supplement
Sitagliptin 100mg,medication
DGL 500mg,supplement
Enalapril 100mg,medication
Centella 1000mg,supplement
Benazepril 500mg,medication
Marshmallow Root 100mg,supplement
Cyclobenzaprine 500mg,medication
CoQ10 100mg,supplement
Olanzapine 250mg,medication
DHEA 25mg,supplement
Labetalol 200mg,medication
St. John's Wort 500mg,supplement
Carafate 250mg,medication
Bifidobacterium 50mg,supplement
Tradjenta 500mg,medication
Piperine 250mg,supplement
Codeine 100mg,medication
Panax Ginseng 500mg,supplement
Alprazolam 100mg,medication
Glutamine 100mg,supplement
Risperdal 100mg,medication
