supplement_id,medication_id,severity,mechanism,evidence,notes
466,85,Moderate,Absorption reduction,C,Auto-generated interaction
779,33,High,Unknown,A,Auto-generated interaction
335,72,Low,Additive effect,A,Auto-generated interaction
14,63,Severe,Metabolism inhibition,A,Auto-generated interaction
746,96,Low,Unknown,C,Auto-generated interaction
259,78,High,Additive effect,B,Auto-generated interaction
941,39,Low,Metabolism inhibition,B,Auto-generated interaction
164,62,High,Additive effect,A,Auto-generated interaction
496,138,Severe,Metabolism inhibition,A,Auto-generated interaction
302,121,High,Absorption reduction,B,Auto-generated interaction
852,78,High,Unknown,C,Auto-generated interaction
429,4,Low,Absorption reduction,C,Auto-generated interaction
882,102,High,Metabolism inhibition,B,Auto-generated interaction
467,1,Moderate,Absorption reduction,B,Auto-generated interaction
672,6,Severe,Metabolism inhibition,A,Auto-generated interaction
570,4,High,Metabolism inhibition,B,Auto-generated interaction
701,107,Low,Additive effect,B,Auto-generated interaction
608,10,High,Additive effect,B,Auto-generated interaction
706,135,High,Additive effect,C,Auto-generated interaction
283,123,High,Unknown,B,Auto-generated interaction
330,146,Moderate,Metabolism inhibition,A,Auto-generated interaction
282,100,Moderate,Additive effect,A,Auto-generated interaction
866,88,Severe,Metabolism inhibition,A,Auto-generated interaction
308,130,Severe,Unknown,A,Auto-generated interaction
777,64,Severe,Unknown,B,Auto-generated interaction
684,43,Severe,Additive effect,B,Auto-generated interaction
244,50,Severe,Absorption reduction,B,Auto-generated interaction
548,147,Moderate,Absorption reduction,B,Auto-generated interaction
559,85,High,Metabolism inhibition,A,Auto-generated interaction
333,72,Severe,Unknown,B,Auto-generated interaction
304,128,Moderate,Unknown,B,Auto-generated interaction
386,64,Severe,Unknown,C,Auto-generated interaction
575,65,Moderate,Additive effect,C,Auto-generated interaction
64,126,Severe,Unknown,B,Auto-generated interaction
312,74,High,Metabolism inhibition,B,Auto-generated interaction
769,113,High,Absorption reduction,B,Auto-generated interaction
573,22,Severe,Absorption reduction,A,Auto-generated interaction
229,41,Severe,Metabolism inhibition,C,Auto-generated interaction
147,4,Severe,Unknown,C,Auto-generated interaction
490,122,Moderate,Metabolism inhibition,B,Auto-generated interaction
297,115,Moderate,Metabolism inhibition,A,Auto-generated interaction
565,30,High,Additive effect,B,Auto-generated interaction
789,76,Low,Absorption reduction,B,Auto-generated interaction
217,136,Low,Absorption reduction,B,Auto-generated interaction
606,109,Moderate,Additive effect,B,Auto-generated interaction
927,3,Severe,Absorption reduction,B,Auto-generated interaction
738,51,Moderate,Absorption reduction,B,Auto-generated interaction
857,25,Moderate,Absorption reduction,A,Auto-generated interaction
655,24,Severe,Additive effect,B,Auto-generated interaction
32,74,Severe,Additive effect,A,Auto-generated interaction
627,90,Moderate,Metabolism inhibition,A,Auto-generated interaction
148,101,Severe,Additive effect,A,Auto-generated interaction
387,113,Low,Metabolism inhibition,C,Auto-generated interaction
103,99,Low,Metabolism inhibition,C,Auto-generated interaction
467,149,Low,Absorption reduction,B,Auto-generated interaction
418,110,High,Unknown,A,Auto-generated interaction
564,57,Moderate,Unknown,A,Auto-generated interaction
185,17,Low,Metabolism inhibition,C,Auto-generated interaction
165,132,High,Unknown,A,Auto-generated interaction
419,53,Low,Additive effect,C,Auto-generated interaction
589,7,High,Unknown,A,Auto-generated interaction
167,118,Moderate,Unknown,B,Auto-generated interaction
679,19,Moderate,Metabolism inhibition,C,Auto-generated interaction
947,39,High,Unknown,A,Auto-generated interaction
209,25,High,Absorption reduction,A,Auto-generated interaction
354,126,High,Unknown,A,Auto-generated interaction
239,16,High,Additive effect,A,Auto-generated interaction
872,83,Severe,Absorption reduction,C,Auto-generated interaction
536,142,High,Unknown,B,Auto-generated interaction
291,66,Severe,Additive effect,B,Auto-generated interaction
708,68,Moderate,Additive effect,B,Auto-generated interaction
755,129,Moderate,Additive effect,B,Auto-generated interaction
15,66,Low,Absorption reduction,B,Auto-generated interaction
520,92,Moderate,Additive effect,B,Auto-generated interaction
607,105,Low,Absorption reduction,A,Auto-generated interaction
110,15,Low,Additive effect,C,Auto-generated interaction
517,39,Severe,Metabolism inhibition,B,Auto-generated interaction
381,31,High,Absorption reduction,B,Auto-generated interaction
671,136,High,Unknown,B,Auto-generated interaction
81,52,Moderate,Additive effect,A,Auto-generated interaction
428,63,Low,Unknown,B,Auto-generated interaction
111,17,Moderate,Unknown,C,Auto-generated interaction
112,132,Low,Absorption reduction,C,Auto-generated interaction
559,98,Moderate,Absorption reduction,A,Auto-generated interaction
577,42,Severe,Additive effect,A,Auto-generated interaction
369,32,High,Additive effect,B,Auto-generated interaction
13,95,Severe,Unknown,B,Auto-generated interaction
768,8,High,Absorption reduction,A,Auto-generated interaction
972,100,Moderate,Unknown,A,Auto-generated interaction
808,149,Severe,Metabolism inhibition,A,Auto-generated interaction
178,86,Severe,Additive effect,A,Auto-generated interaction
729,32,Severe,Additive effect,C,Auto-generated interaction
582,146,Low,Additive effect,C,Auto-generated interaction
35,137,Moderate,Absorption reduction,B,Auto-generated interaction
794,69,Moderate,Metabolism inhibition,B,Auto-generated interaction
341,78,Moderate,Unknown,B,Auto-generated interaction
950,134,High,Absorption reduction,A,Auto-generated interaction
426,115,Severe,Additive effect,C,Auto-generated interaction
686,26,Severe,Additive effect,A,Auto-generated interaction
202,13,Low,Unknown,A,Auto-generated interaction
323,48,Severe,Absorption reduction,C,Auto-generated interaction
423,93,Severe,Metabolism inhibition,B,Auto-generated interaction
168,29,Severe,Unknown,B,Auto-generated interaction
16,79,Severe,Additive effect,A,Auto-generated interaction
174,13,Moderate,Unknown,A,Auto-generated interaction
633,147,Low,Absorption reduction,A,Auto-generated interaction
451,6,Low,Metabolism inhibition,A,Auto-generated interaction
144,103,Moderate,Metabolism inhibition,C,Auto-generated interaction
34,75,Severe,Metabolism inhibition,B,Auto-generated interaction
809,129,Low,Additive effect,B,Auto-generated interaction
93,150,Severe,Additive effect,B,Auto-generated interaction
543,114,Moderate,Unknown,B,Auto-generated interaction
48,45,Moderate,Additive effect,B,Auto-generated interaction
386,59,Severe,Unknown,A,Auto-generated interaction
372,148,Severe,Unknown,B,Auto-generated interaction
726,147,Severe,Additive effect,A,Auto-generated interaction
571,33,Low,Unknown,B,Auto-generated interaction
958,124,Severe,Absorption reduction,B,Auto-generated interaction
440,65,Moderate,Absorption reduction,C,Auto-generated interaction
839,62,High,Additive effect,B,Auto-generated interaction
610,58,Severe,Additive effect,B,Auto-generated interaction
161,38,Moderate,Absorption reduction,A,Auto-generated interaction
222,124,Severe,Unknown,B,Auto-generated interaction
442,130,Low,Additive effect,B,Auto-generated interaction
264,113,Moderate,Metabolism inhibition,A,Auto-generated interaction
934,3,Severe,Unknown,B,Auto-generated interaction
397,117,Severe,Absorption reduction,A,Auto-generated interaction
79,92,High,Metabolism inhibition,C,Auto-generated interaction
529,59,Low,Unknown,C,Auto-generated interaction
940,50,Low,Absorption reduction,B,Auto-generated interaction
963,79,Moderate,Metabolism inhibition,A,Auto-generated interaction
443,5,Low,Unknown,B,Auto-generated interaction
434,106,Moderate,Metabolism inhibition,B,Auto-generated interaction
296,142,Low,Additive effect,C,Auto-generated interaction
340,126,Moderate,Absorption reduction,B,Auto-generated interaction
221,112,Low,Absorption reduction,A,Auto-generated interaction
500,69,Severe,Unknown,B,Auto-generated interaction
537,87,High,Unknown,B,Auto-generated interaction
314,1,Low,Metabolism inhibition,A,Auto-generated interaction
298,115,Low,Absorption reduction,A,Auto-generated interaction
168,121,Low,Absorption reduction,A,Auto-generated interaction
752,69,Low,Metabolism inhibition,B,Auto-generated interaction
587,82,Low,Metabolism inhibition,B,Auto-generated interaction
698,98,Low,Metabolism inhibition,A,Auto-generated interaction
390,8,Low,Absorption reduction,C,Auto-generated interaction
521,77,High,Unknown,A,Auto-generated interaction
979,18,High,Metabolism inhibition,C,Auto-generated interaction
690,128,Severe,Metabolism inhibition,A,Auto-generated interaction
965,142,Low,Metabolism inhibition,B,Auto-generated interaction
597,8,Low,Absorption reduction,A,Auto-generated interaction
921,11,Low,Absorption reduction,C,Auto-generated interaction
318,149,Severe,Metabolism inhibition,A,Auto-generated interaction
93,63,Moderate,Metabolism inhibition,C,Auto-generated interaction
154,96,High,Absorption reduction,A,Auto-generated interaction
178,91,Moderate,Additive effect,A,Auto-generated interaction
810,90,Moderate,Additive effect,C,Auto-generated interaction
107,129,High,Unknown,B,Auto-generated interaction
799,12,Severe,Absorption reduction,C,Auto-generated interaction
277,142,Moderate,Absorption reduction,C,Auto-generated interaction
781,113,High,Unknown,C,Auto-generated interaction
757,57,High,Absorption reduction,C,Auto-generated interaction
4,48,Severe,Metabolism inhibition,B,Auto-generated interaction
434,106,High,Unknown,C,Auto-generated interaction
242,144,Moderate,Additive effect,C,Auto-generated interaction
217,13,Moderate,Additive effect,B,Auto-generated interaction
71,50,Low,Additive effect,A,Auto-generated interaction
214,53,Moderate,Absorption reduction,A,Auto-generated interaction
99,94,Low,Unknown,B,Auto-generated interaction
592,2,Severe,Absorption reduction,B,Auto-generated interaction
77,59,Severe,Absorption reduction,A,Auto-generated interaction
586,32,Low,Absorption reduction,A,Auto-generated interaction
804,76,Moderate,Absorption reduction,C,Auto-generated interaction
706,72,Moderate,Unknown,C,Auto-generated interaction
786,120,Low,Unknown,A,Auto-generated interaction
794,30,Severe,Unknown,A,Auto-generated interaction
588,118,Low,Metabolism inhibition,B,Auto-generated interaction
995,30,Moderate,Absorption reduction,A,Auto-generated interaction
655,6,Low,Additive effect,A,Auto-generated interaction
959,32,High,Additive effect,A,Auto-generated interaction
873,36,Severe,Metabolism inhibition,B,Auto-generated interaction
708,117,Moderate,Metabolism inhibition,B,Auto-generated interaction
381,18,Moderate,Metabolism inhibition,C,Auto-generated interaction
602,123,High,Metabolism inhibition,C,Auto-generated interaction
538,125,Severe,Unknown,A,Auto-generated interaction
277,105,Severe,Additive effect,C,Auto-generated interaction
85,99,Severe,Metabolism inhibition,C,Auto-generated interaction
957,106,High,Absorption reduction,C,Auto-generated interaction
885,37,Severe,Unknown,B,Auto-generated interaction
317,85,Severe,Additive effect,A,Auto-generated interaction
514,9,Low,Additive effect,A,Auto-generated interaction
426,12,Moderate,Additive effect,C,Auto-generated interaction
377,42,Low,Metabolism inhibition,A,Auto-generated interaction
630,143,Moderate,Absorption reduction,B,Auto-generated interaction
87,120,Low,Unknown,B,Auto-generated interaction
776,123,Moderate,Unknown,C,Auto-generated interaction
692,140,High,Absorption reduction,A,Auto-generated interaction
273,49,Severe,Absorption reduction,B,Auto-generated interaction
209,23,Moderate,Unknown,B,Auto-generated interaction
416,32,Low,Unknown,C,Auto-generated interaction
624,77,Moderate,Absorption reduction,A,Auto-generated interaction
209,80,Low,Metabolism inhibition,B,Auto-generated interaction
644,94,Moderate,Absorption reduction,A,Auto-generated interaction
550,21,Low,Additive effect,C,Auto-generated interaction
635,131,Moderate,Unknown,A,Auto-generated interaction
211,97,Moderate,Unknown,C,Auto-generated interaction
289,133,High,Absorption reduction,A,Auto-generated interaction
283,94,High,Additive effect,B,Auto-generated interaction
63,88,Low,Metabolism inhibition,A,Auto-generated interaction
31,56,Severe,Metabolism inhibition,B,Auto-generated interaction
509,48,Moderate,Unknown,A,Auto-generated interaction
695,31,Moderate,Additive effect,A,Auto-generated interaction
709,126,High,Absorption reduction,A,Auto-generated interaction
892,25,Moderate,Absorption reduction,B,Auto-generated interaction
539,40,Moderate,Absorption reduction,A,Auto-generated interaction
426,13,High,Metabolism inhibition,C,Auto-generated interaction
185,87,Severe,Metabolism inhibition,B,Auto-generated interaction
679,20,Severe,Absorption reduction,A,Auto-generated interaction
276,112,Severe,Absorption reduction,B,Auto-generated interaction
846,84,Severe,Additive effect,A,Auto-generated interaction
704,78,Low,Absorption reduction,B,Auto-generated interaction
479,106,High,Metabolism inhibition,C,Auto-generated interaction
846,144,Moderate,Unknown,B,Auto-generated interaction
411,2,Low,Absorption reduction,B,Auto-generated interaction
630,89,Moderate,Additive effect,C,Auto-generated interaction
676,145,Severe,Absorption reduction,A,Auto-generated interaction
453,144,Low,Additive effect,C,Auto-generated interaction
626,107,High,Metabolism inhibition,B,Auto-generated interaction
324,103,Low,Absorption reduction,B,Auto-generated interaction
157,113,Moderate,Absorption reduction,A,Auto-generated interaction
952,135,Severe,Absorption reduction,C,Auto-generated interaction
386,144,High,Absorption reduction,C,Auto-generated interaction
681,147,Severe,Unknown,B,Auto-generated interaction
678,123,Low,Metabolism inhibition,B,Auto-generated interaction
82,39,Low,Unknown,C,Auto-generated interaction
756,39,Severe,Unknown,A,Auto-generated interaction
430,65,High,Unknown,B,Auto-generated interaction
589,25,High,Absorption reduction,A,Auto-generated interaction
995,110,High,Absorption reduction,A,Auto-generated interaction
487,87,Severe,Additive effect,A,Auto-generated interaction
474,139,Severe,Additive effect,C,Auto-generated interaction
522,11,Low,Absorption reduction,A,Auto-generated interaction
597,144,Low,Metabolism inhibition,A,Auto-generated interaction
362,72,Moderate,Metabolism inhibition,C,Auto-generated interaction
818,114,Severe,Absorption reduction,A,Auto-generated interaction
353,9,Moderate,Absorption reduction,B,Auto-generated interaction
524,98,Low,Unknown,A,Auto-generated interaction
454,105,Severe,Metabolism inhibition,B,Auto-generated interaction
412,45,Low,Additive effect,B,Auto-generated interaction
795,133,Moderate,Additive effect,C,Auto-generated interaction
730,74,Low,Absorption reduction,A,Auto-generated interaction
24,24,High,Unknown,A,Auto-generated interaction
16,72,Severe,Additive effect,B,Auto-generated interaction
339,26,Moderate,Unknown,B,Auto-generated interaction
884,77,High,Unknown,B,Auto-generated interaction
977,97,Low,Absorption reduction,A,Auto-generated interaction
779,104,High,Unknown,B,Auto-generated interaction
570,120,Severe,Additive effect,B,Auto-generated interaction
58,53,Moderate,Absorption reduction,B,Auto-generated interaction
453,34,Severe,Metabolism inhibition,A,Auto-generated interaction
261,103,Low,Metabolism inhibition,A,Auto-generated interaction
824,45,Low,Unknown,C,Auto-generated interaction
568,29,Severe,Absorption reduction,B,Auto-generated interaction
857,132,High,Metabolism inhibition,A,Auto-generated interaction
346,98,High,Additive effect,A,Auto-generated interaction
767,96,Low,Metabolism inhibition,B,Auto-generated interaction
814,50,High,Metabolism inhibition,B,Auto-generated interaction
300,14,Moderate,Absorption reduction,B,Auto-generated interaction
247,92,Severe,Additive effect,A,Auto-generated interaction
60,117,High,Absorption reduction,A,Auto-generated interaction
355,20,Moderate,Absorption reduction,C,Auto-generated interaction
186,116,High,Metabolism inhibition,B,Auto-generated interaction
59,60,High,Additive effect,A,Auto-generated interaction
413,21,Low,Additive effect,C,Auto-generated interaction
230,31,Moderate,Absorption reduction,B,Auto-generated interaction
966,109,Severe,Metabolism inhibition,B,Auto-generated interaction
533,99,Moderate,Absorption reduction,C,Auto-generated interaction
193,66,Moderate,Unknown,A,Auto-generated interaction
946,144,Severe,Additive effect,B,Auto-generated interaction
656,87,Low,Absorption reduction,A,Auto-generated interaction
347,119,Moderate,Absorption reduction,A,Auto-generated interaction
415,150,Low,Metabolism inhibition,A,Auto-generated interaction
596,37,Severe,Unknown,C,Auto-generated interaction
110,95,Moderate,Absorption reduction,C,Auto-generated interaction
806,109,Severe,Additive effect,A,Auto-generated interaction
996,62,Moderate,Metabolism inhibition,A,Auto-generated interaction
17,148,Moderate,Metabolism inhibition,B,Auto-generated interaction
847,80,Low,Additive effect,A,Auto-generated interaction
512,90,High,Unknown,B,Auto-generated interaction
633,72,Low,Metabolism inhibition,A,Auto-generated interaction
597,48,Low,Metabolism inhibition,A,Auto-generated interaction
246,42,Severe,Additive effect,A,Auto-generated interaction
188,40,High,Unknown,B,Auto-generated interaction
486,40,Moderate,Unknown,B,Auto-generated interaction
367,114,Severe,Additive effect,A,Auto-generated interaction
136,98,Moderate,Unknown,B,Auto-generated interaction
883,90,High,Absorption reduction,B,Auto-generated interaction
687,148,Moderate,Unknown,A,Auto-generated interaction
567,89,Severe,Absorption reduction,A,Auto-generated interaction
102,61,Low,Metabolism inhibition,A,Auto-generated interaction
498,103,Severe,Unknown,C,Auto-generated interaction
15,106,Severe,Metabolism inhibition,C,Auto-generated interaction
153,131,Moderate,Absorption reduction,C,Auto-generated interaction
598,6,Moderate,Additive effect,B,Auto-generated interaction
47,73,Severe,Metabolism inhibition,A,Auto-generated interaction
195,8,Low,Metabolism inhibition,B,Auto-generated interaction
336,143,Moderate,Metabolism inhibition,C,Auto-generated interaction
470,79,Low,Additive effect,B,Auto-generated interaction
771,39,Severe,Absorption reduction,A,Auto-generated interaction
82,14,Moderate,Absorption reduction,A,Auto-generated interaction
1000,87,High,Metabolism inhibition,A,Auto-generated interaction
83,65,Low,Metabolism inhibition,B,Auto-generated interaction
433,102,High,Absorption reduction,A,Auto-generated interaction
105,123,High,Absorption reduction,B,Auto-generated interaction
928,16,Low,Additive effect,B,Auto-generated interaction
819,67,High,Metabolism inhibition,B,Auto-generated interaction
97,61,Low,Absorption reduction,A,Auto-generated interaction
39,111,Low,Absorption reduction,B,Auto-generated interaction
604,5,Moderate,Absorption reduction,C,Auto-generated interaction
827,123,Moderate,Metabolism inhibition,A,Auto-generated interaction
514,36,Severe,Unknown,B,Auto-generated interaction
32,95,Moderate,Absorption reduction,A,Auto-generated interaction
19,69,Low,Unknown,B,Auto-generated interaction
375,123,Severe,Additive effect,B,Auto-generated interaction
212,83,Low,Additive effect,B,Auto-generated interaction
529,87,Moderate,Metabolism inhibition,B,Auto-generated interaction
195,23,High,Metabolism inhibition,C,Auto-generated interaction
464,70,Severe,Additive effect,A,Auto-generated interaction
259,51,High,Metabolism inhibition,C,Auto-generated interaction
336,74,High,Additive effect,B,Auto-generated interaction
514,109,Low,Absorption reduction,A,Auto-generated interaction
20,12,Moderate,Absorption reduction,A,Auto-generated interaction
314,84,High,Additive effect,C,Auto-generated interaction
337,58,Severe,Metabolism inhibition,A,Auto-generated interaction
487,23,Moderate,Additive effect,A,Auto-generated interaction
840,18,Severe,Absorption reduction,C,Auto-generated interaction
682,91,Low,Additive effect,A,Auto-generated interaction
176,7,Low,Metabolism inhibition,C,Auto-generated interaction
87,76,Low,Unknown,B,Auto-generated interaction
700,12,Moderate,Additive effect,C,Auto-generated interaction
929,25,Severe,Metabolism inhibition,C,Auto-generated interaction
959,48,Moderate,Unknown,C,Auto-generated interaction
777,136,High,Metabolism inhibition,B,Auto-generated interaction
571,116,Moderate,Metabolism inhibition,A,Auto-generated interaction
998,5,Severe,Absorption reduction,C,Auto-generated interaction
47,82,Moderate,Unknown,C,Auto-generated interaction
310,50,High,Additive effect,B,Auto-generated interaction
838,66,Low,Unknown,B,Auto-generated interaction
290,138,Severe,Metabolism inhibition,C,Auto-generated interaction
637,66,Moderate,Absorption reduction,A,Auto-generated interaction
278,62,Severe,Metabolism inhibition,A,Auto-generated interaction
539,104,Low,Additive effect,A,Auto-generated interaction
623,35,Severe,Unknown,A,Auto-generated interaction
619,149,High,Metabolism inhibition,B,Auto-generated interaction
485,72,High,Unknown,C,Auto-generated interaction
515,39,Moderate,Unknown,C,Auto-generated interaction
666,114,Severe,Absorption reduction,C,Auto-generated interaction
514,48,Severe,Metabolism inhibition,B,Auto-generated interaction
856,41,Severe,Absorption reduction,B,Auto-generated interaction
976,63,Moderate,Absorption reduction,C,Auto-generated interaction
520,79,High,Additive effect,B,Auto-generated interaction
467,1,Low,Additive effect,B,Auto-generated interaction
521,103,Moderate,Absorption reduction,B,Auto-generated interaction
633,116,Low,Additive effect,A,Auto-generated interaction
154,72,High,Additive effect,C,Auto-generated interaction
461,34,Severe,Metabolism inhibition,C,Auto-generated interaction
439,29,Low,Additive effect,A,Auto-generated interaction
471,76,Moderate,Absorption reduction,C,Auto-generated interaction
445,18,High,Unknown,C,Auto-generated interaction
771,22,Moderate,Metabolism inhibition,A,Auto-generated interaction
96,72,Low,Additive effect,C,Auto-generated interaction
386,138,Low,Metabolism inhibition,B,Auto-generated interaction
663,21,High,Metabolism inhibition,B,Auto-generated interaction
193,80,Low,Unknown,A,Auto-generated interaction
821,108,Moderate,Metabolism inhibition,C,Auto-generated interaction
101,147,Moderate,Absorption reduction,C,Auto-generated interaction
196,57,High,Additive effect,C,Auto-generated interaction
460,96,High,Additive effect,C,Auto-generated interaction
322,20,Severe,Metabolism inhibition,A,Auto-generated interaction
805,16,Moderate,Additive effect,B,Auto-generated interaction
710,23,Severe,Absorption reduction,A,Auto-generated interaction
157,70,High,Additive effect,C,Auto-generated interaction
15,133,Low,Additive effect,C,Auto-generated interaction
564,78,Moderate,Unknown,B,Auto-generated interaction
156,35,Moderate,Additive effect,B,Auto-generated interaction
590,79,Low,Metabolism inhibition,A,Auto-generated interaction
724,36,Severe,Metabolism inhibition,B,Auto-generated interaction
596,67,Severe,Metabolism inhibition,B,Auto-generated interaction
174,148,High,Additive effect,C,Auto-generated interaction
38,54,Low,Absorption reduction,B,Auto-generated interaction
538,125,High,Additive effect,C,Auto-generated interaction
796,72,High,Metabolism inhibition,C,Auto-generated interaction
605,66,High,Additive effect,C,Auto-generated interaction
343,87,High,Additive effect,C,Auto-generated interaction
614,86,Moderate,Metabolism inhibition,B,Auto-generated interaction
263,84,High,Additive effect,B,Auto-generated interaction
874,76,High,Additive effect,C,Auto-generated interaction
39,28,Moderate,Additive effect,B,Auto-generated interaction
693,79,Moderate,Unknown,B,Auto-generated interaction
872,140,Low,Unknown,B,Auto-generated interaction
406,13,High,Absorption reduction,B,Auto-generated interaction
625,93,Moderate,Metabolism inhibition,B,Auto-generated interaction
749,114,Low,Metabolism inhibition,B,Auto-generated interaction
339,31,Low,Additive effect,A,Auto-generated interaction
138,61,Severe,Additive effect,C,Auto-generated interaction
305,84,Low,Additive effect,B,Auto-generated interaction
2,74,Severe,Absorption reduction,B,Auto-generated interaction
387,51,Severe,Absorption reduction,A,Auto-generated interaction
218,59,Moderate,Additive effect,A,Auto-generated interaction
408,135,High,Absorption reduction,A,Auto-generated interaction
252,45,Severe,Metabolism inhibition,B,Auto-generated interaction
386,7,High,Unknown,B,Auto-generated interaction
892,115,Severe,Additive effect,A,Auto-generated interaction
53,141,Moderate,Metabolism inhibition,C,Auto-generated interaction
247,124,Severe,Unknown,A,Auto-generated interaction
165,15,Moderate,Unknown,B,Auto-generated interaction
679,104,Moderate,Additive effect,C,Auto-generated interaction
775,140,Moderate,Unknown,B,Auto-generated interaction
784,97,High,Absorption reduction,A,Auto-generated interaction
942,54,Moderate,Unknown,C,Auto-generated interaction
114,63,Severe,Metabolism inhibition,B,Auto-generated interaction
746,59,Low,Unknown,C,Auto-generated interaction
765,99,Severe,Additive effect,C,Auto-generated interaction
710,84,Low,Unknown,C,Auto-generated interaction
314,112,Severe,Unknown,B,Auto-generated interaction
867,109,Moderate,Additive effect,A,Auto-generated interaction
729,12,Low,Additive effect,A,Auto-generated interaction
82,118,Severe,Additive effect,C,Auto-generated interaction
796,105,High,Additive effect,B,Auto-generated interaction
578,38,High,Absorption reduction,A,Auto-generated interaction
938,29,High,Additive effect,B,Auto-generated interaction
846,138,Moderate,Metabolism inhibition,B,Auto-generated interaction
734,50,High,Unknown,B,Auto-generated interaction
691,148,Moderate,Additive effect,B,Auto-generated interaction
148,120,Severe,Metabolism inhibition,C,Auto-generated interaction
449,98,Severe,Metabolism inhibition,B,Auto-generated interaction
707,99,Severe,Additive effect,B,Auto-generated interaction
975,63,Severe,Absorption reduction,B,Auto-generated interaction
486,92,Severe,Unknown,C,Auto-generated interaction
343,13,Moderate,Unknown,A,Auto-generated interaction
67,7,Severe,Absorption reduction,C,Auto-generated interaction
706,70,Severe,Unknown,C,Auto-generated interaction
407,136,Low,Additive effect,B,Auto-generated interaction
850,102,Low,Absorption reduction,C,Auto-generated interaction
584,67,Moderate,Metabolism inhibition,C,Auto-generated interaction
245,106,Severe,Metabolism inhibition,A,Auto-generated interaction
559,119,Moderate,Additive effect,C,Auto-generated interaction
276,16,Severe,Additive effect,A,Auto-generated interaction
571,150,Severe,Unknown,C,Auto-generated interaction
831,146,Low,Unknown,A,Auto-generated interaction
817,105,Moderate,Unknown,B,Auto-generated interaction
170,146,High,Metabolism inhibition,A,Auto-generated interaction
47,12,Moderate,Unknown,C,Auto-generated interaction
229,127,High,Unknown,C,Auto-generated interaction
926,66,High,Additive effect,C,Auto-generated interaction
262,125,High,Absorption reduction,B,Auto-generated interaction
567,62,High,Metabolism inhibition,C,Auto-generated interaction
923,23,High,Unknown,A,Auto-generated interaction
281,96,High,Unknown,A,Auto-generated interaction
604,108,Low,Metabolism inhibition,C,Auto-generated interaction
306,121,High,Absorption reduction,B,Auto-generated interaction
890,33,Low,Absorption reduction,B,Auto-generated interaction
455,27,Moderate,Absorption reduction,B,Auto-generated interaction
773,116,Moderate,Absorption reduction,A,Auto-generated interaction
948,98,Severe,Unknown,C,Auto-generated interaction
814,86,Low,Unknown,C,Auto-generated interaction
568,57,High,Additive effect,B,Auto-generated interaction
886,108,Severe,Unknown,B,Auto-generated interaction
693,47,High,Metabolism inhibition,C,Auto-generated interaction
717,50,Moderate,Absorption reduction,A,Auto-generated interaction
92,77,Severe,Metabolism inhibition,B,Auto-generated interaction
20,136,High,Additive effect,A,Auto-generated interaction
885,86,Low,Unknown,A,Auto-generated interaction
895,124,Moderate,Metabolism inhibition,C,Auto-generated interaction
131,78,Severe,Metabolism inhibition,C,Auto-generated interaction
644,123,Moderate,Absorption reduction,A,Auto-generated interaction
28,116,Severe,Absorption reduction,A,Auto-generated interaction
903,40,High,Absorption reduction,A,Auto-generated interaction
490,68,Moderate,Additive effect,B,Auto-generated interaction
289,79,Moderate,Metabolism inhibition,B,Auto-generated interaction
929,33,Low,Metabolism inhibition,C,Auto-generated interaction
901,11,Severe,Unknown,C,Auto-generated interaction
655,130,High,Additive effect,C,Auto-generated interaction
382,131,Severe,Metabolism inhibition,C,Auto-generated interaction
560,82,High,Additive effect,C,Auto-generated interaction
663,97,Moderate,Unknown,A,Auto-generated interaction
673,132,Severe,Metabolism inhibition,A,Auto-generated interaction
408,125,Moderate,Additive effect,C,Auto-generated interaction
58,117,Severe,Metabolism inhibition,A,Auto-generated interaction
875,104,Severe,Additive effect,A,Auto-generated interaction
350,25,Low,Metabolism inhibition,A,Auto-generated interaction
971,13,Severe,Absorption reduction,C,Auto-generated interaction
3,10,Low,Unknown,A,Auto-generated interaction
971,93,Low,Additive effect,A,Auto-generated interaction
520,125,Severe,Additive effect,B,Auto-generated interaction
260,23,Low,Metabolism inhibition,C,Auto-generated interaction
613,84,Moderate,Additive effect,C,Auto-generated interaction
490,101,High,Metabolism inhibition,A,Auto-generated interaction
235,84,High,Unknown,C,Auto-generated interaction
892,72,High,Additive effect,B,Auto-generated interaction
600,74,Severe,Additive effect,A,Auto-generated interaction
10,59,High,Unknown,C,Auto-generated interaction
712,54,Low,Unknown,A,Auto-generated interaction
558,51,Moderate,Additive effect,A,Auto-generated interaction
130,150,High,Metabolism inhibition,B,Auto-generated interaction
772,121,High,Unknown,B,Auto-generated interaction
950,97,High,Absorption reduction,A,Auto-generated interaction
815,61,High,Unknown,A,Auto-generated interaction
845,40,High,Absorption reduction,A,Auto-generated interaction
110,111,Moderate,Metabolism inhibition,A,Auto-generated interaction
138,77,Moderate,Unknown,C,Auto-generated interaction
995,27,Low,Metabolism inhibition,B,Auto-generated interaction
74,52,Low,Absorption reduction,C,Auto-generated interaction
642,123,High,Unknown,A,Auto-generated interaction
787,40,Severe,Absorption reduction,A,Auto-generated interaction
352,9,Severe,Additive effect,A,Auto-generated interaction
122,45,Severe,Absorption reduction,A,Auto-generated interaction
103,108,Severe,Metabolism inhibition,B,Auto-generated interaction
461,1,Severe,Additive effect,B,Auto-generated interaction
299,68,High,Metabolism inhibition,A,Auto-generated interaction
793,83,Severe,Absorption reduction,A,Auto-generated interaction
